1. schůze, 1. hlasování, 20. listopadu 2017, 13:53Inf. o ustavení volební komise PS a volbě členů
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
30. schůze, 516. hlasování, 5. června 2019, 09:44Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,73,0,2,3
ODS,23,20,0,2,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,0,3
CSSD,15,0,12,0,2,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,82,96,2,10,10
30. schůze, 517. hlasování, 5. června 2019, 09:45Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,73,0,2,3
ODS,23,20,0,2,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,0,3
CSSD,15,0,11,0,3,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,80,95,2,13,10
30. schůze, 518. hlasování, 5. června 2019, 09:45Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,68,0,7,3
ODS,23,20,0,2,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,0,3
CSSD,15,0,11,0,3,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,82,91,2,15,10
30. schůze, 519. hlasování, 5. června 2019, 09:46Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,70,0,5,3
ODS,23,20,0,2,1,0
Pirati,22,21,0,0,0,1
SPD,19,15,0,0,1,3
CSSD,15,0,12,0,2,1
KSCM,15,0,13,0,2,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,81,95,2,12,10
30. schůze, 520. hlasování, 5. června 2019, 09:46Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,68,0,7,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,0,3
CSSD,15,0,11,0,3,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,82,90,1,17,10
30. schůze, 521. hlasování, 5. června 2019, 09:47Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,69,0,6,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,14,0,0,2,3
CSSD,15,0,12,0,2,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,81,93,1,15,10
30. schůze, 522. hlasování, 5. června 2019, 09:47Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,69,0,6,3
ODS,23,20,0,2,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,0,3
CSSD,15,0,11,0,3,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,82,92,2,14,10
30. schůze, 523. hlasování, 5. června 2019, 09:48Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,72,0,3,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,14,0,0,2,3
CSSD,15,0,8,0,6,1
KSCM,15,0,9,0,6,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,79,89,1,21,10
30. schůze, 524. hlasování, 5. června 2019, 09:48Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,65,0,10,3
ODS,23,21,0,1,1,0
Pirati,22,20,0,0,1,1
SPD,19,14,0,0,2,3
CSSD,15,0,9,0,5,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,80,86,1,23,10
30. schůze, 525. hlasování, 5. června 2019, 09:49Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,69,0,6,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,0,3
CSSD,15,0,9,0,5,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,83,90,1,16,10
30. schůze, 526. hlasování, 5. června 2019, 09:49Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,69,0,6,3
ODS,23,20,0,1,2,0
Pirati,22,21,0,0,0,1
SPD,19,15,0,0,1,3
CSSD,15,0,9,0,5,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,80,89,1,20,10
30. schůze, 527. hlasování, 5. června 2019, 09:50Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,69,0,6,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,0,3
CSSD,15,0,10,0,4,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,82,90,1,17,10
30. schůze, 528. hlasování, 5. června 2019, 09:50Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,67,0,8,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,10,0,4,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,8,0,0,2,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,82,89,1,19,9
30. schůze, 529. hlasování, 5. června 2019, 09:51Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,71,0,4,3
ODS,23,21,0,1,1,0
Pirati,22,20,0,0,1,1
SPD,19,17,0,0,0,2
CSSD,15,0,8,0,6,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,4,0,0,1,2
STAN,6,5,0,0,1,0
Celkem,200,81,91,1,18,9
30. schůze, 530. hlasování, 5. června 2019, 09:51Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,70,0,5,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,8,0,6,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,4,0,0,1,2
STAN,6,4,0,0,2,0
Celkem,200,82,90,1,18,9
30. schůze, 531. hlasování, 5. června 2019, 09:52Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,71,0,4,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,10,0,4,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,8,0,0,2,0
TOP09,7,4,0,0,1,2
STAN,6,3,0,0,3,0
Celkem,200,79,93,1,18,9
30. schůze, 532. hlasování, 5. června 2019, 09:52Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,72,0,3,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,1,2
CSSD,15,0,9,0,5,1
KSCM,15,0,10,0,5,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,81,91,1,18,9
30. schůze, 533. hlasování, 5. června 2019, 09:53Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,66,0,9,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,10,0,4,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,4,0,0,1,2
STAN,6,4,0,0,2,0
Celkem,200,82,88,1,20,9
30. schůze, 534. hlasování, 5. června 2019, 09:53Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,69,0,6,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,1,2
CSSD,15,0,10,0,4,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,82,91,1,17,9
30. schůze, 535. hlasování, 5. června 2019, 09:54Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,65,0,10,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,1,2
CSSD,15,0,10,0,4,1
KSCM,15,0,10,0,5,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,81,85,1,24,9
30. schůze, 536. hlasování, 5. června 2019, 09:54Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,68,0,7,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,9,0,5,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,4,0,0,1,2
STAN,6,4,0,0,2,0
Celkem,200,81,88,1,21,9
30. schůze, 537. hlasování, 5. června 2019, 09:55Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,64,0,11,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,9,0,5,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,3,0,0,2,2
STAN,6,4,0,0,2,0
Celkem,200,80,85,1,25,9
30. schůze, 538. hlasování, 5. června 2019, 09:55Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,70,0,5,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,10,0,4,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,83,92,1,15,9
30. schůze, 539. hlasování, 5. června 2019, 09:56Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,67,0,8,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,11,0,3,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,4,0,0,1,2
STAN,6,4,0,0,2,0
Celkem,200,81,89,1,20,9
30. schůze, 540. hlasování, 5. června 2019, 09:56Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,69,0,6,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,0,1,2
CSSD,15,0,10,0,4,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,8,0,0,2,0
TOP09,7,5,0,0,0,2
STAN,6,3,0,0,3,0
Celkem,200,79,91,1,20,9
30. schůze, 541. hlasování, 5. června 2019, 09:57Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,64,0,11,3
ODS,23,20,0,1,2,0
Pirati,22,20,0,0,1,1
SPD,19,17,0,0,0,2
CSSD,15,0,11,0,3,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,79,87,1,24,9
30. schůze, 542. hlasování, 5. června 2019, 09:57Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,70,0,5,3
ODS,23,20,0,1,2,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,9,0,5,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,81,91,1,18,9
30. schůze, 543. hlasování, 5. června 2019, 09:58Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,71,0,4,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,11,0,3,1
KSCM,15,0,10,0,5,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,83,92,1,15,9
30. schůze, 544. hlasování, 5. června 2019, 09:58Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,69,0,6,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,1,9,0,4,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,83,89,1,18,9
30. schůze, 545. hlasování, 5. června 2019, 09:59Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,68,0,7,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,10,0,4,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,83,90,1,17,9
30. schůze, 546. hlasování, 5. června 2019, 09:59Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,69,0,6,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,11,0,3,1
KSCM,15,0,10,0,5,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,81,90,1,19,9
30. schůze, 547. hlasování, 5. června 2019, 10:00Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,66,0,9,3
ODS,23,20,0,1,2,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,9,0,5,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,4,0,0,1,2
STAN,6,4,0,0,2,0
Celkem,200,81,87,1,22,9
30. schůze, 548. hlasování, 5. června 2019, 10:00Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,64,0,11,3
ODS,23,19,0,1,3,0
Pirati,22,20,0,0,1,1
SPD,19,17,0,0,0,2
CSSD,15,0,9,0,5,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,4,0,0,1,2
STAN,6,4,0,0,2,0
Celkem,200,78,84,1,28,9
30. schůze, 549. hlasování, 5. června 2019, 10:01Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,68,0,7,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,9,0,5,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,10,0,0,0,0
TOP09,7,4,0,0,1,2
STAN,6,4,0,0,2,0
Celkem,200,81,88,1,21,9
30. schůze, 550. hlasování, 5. června 2019, 10:01Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,70,0,5,3
ODS,23,21,0,1,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,9,0,5,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,83,91,1,16,9
30. schůze, 551. hlasování, 5. června 2019, 10:02Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,65,0,10,3
ODS,23,22,0,0,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,7,0,7,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,9,0,0,1,0
TOP09,7,3,0,0,2,2
STAN,6,4,0,0,2,0
Celkem,200,80,84,0,27,9
30. schůze, 552. hlasování, 5. června 2019, 10:02Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,64,0,11,3
ODS,23,21,0,0,2,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,9,0,5,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,7,0,0,3,0
TOP09,7,4,0,0,1,2
STAN,6,4,0,0,2,0
Celkem,200,77,84,0,30,9
30. schůze, 553. hlasování, 5. června 2019, 10:03Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,66,0,9,3
ODS,23,22,0,0,1,0
Pirati,22,20,0,0,1,1
SPD,19,17,0,0,0,2
CSSD,15,0,8,0,6,1
KSCM,15,0,10,0,5,0
KDU-CSL,10,7,0,0,3,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,0,2,0
Celkem,200,80,84,0,27,9
30. schůze, 554. hlasování, 5. června 2019, 10:03Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,65,0,10,3
ODS,23,22,0,0,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,8,0,6,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,8,0,0,2,0
TOP09,7,5,0,0,0,2
STAN,6,4,0,1,1,0
Celkem,200,81,85,1,24,9
30. schůze, 555. hlasování, 5. června 2019, 10:04Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,66,0,9,3
ODS,23,22,0,0,1,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,8,0,6,1
KSCM,15,0,10,0,5,0
KDU-CSL,10,8,0,0,2,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,83,84,0,24,9
30. schůze, 556. hlasování, 5. června 2019, 10:04Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,63,0,12,3
ODS,23,20,0,0,3,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,7,0,7,1
KSCM,15,0,12,0,3,0
KDU-CSL,10,7,0,0,3,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,79,82,0,30,9
30. schůze, 557. hlasování, 5. června 2019, 10:05Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,68,0,7,3
ODS,23,20,0,0,3,0
Pirati,22,21,0,0,0,1
SPD,19,17,0,0,0,2
CSSD,15,0,10,0,4,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,7,0,0,3,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,79,89,1,22,9
30. schůze, 558. hlasování, 5. června 2019, 10:06Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,65,0,10,3
ODS,23,21,0,0,2,0
Pirati,22,19,0,0,2,1
SPD,19,17,0,0,0,2
CSSD,15,0,9,0,5,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,8,0,0,2,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,80,85,0,26,9
30. schůze, 559. hlasování, 5. června 2019, 10:06Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,65,0,10,3
ODS,23,20,0,0,3,0
Pirati,22,19,0,0,2,1
SPD,19,16,0,0,1,2
CSSD,15,0,8,0,6,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,8,0,0,2,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,77,84,0,30,9
30. schůze, 560. hlasování, 5. června 2019, 10:07Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,64,0,11,3
ODS,23,21,0,0,2,0
Pirati,22,20,0,0,1,1
SPD,19,16,0,0,1,2
CSSD,15,0,8,0,6,1
KSCM,15,0,11,0,4,0
KDU-CSL,10,8,0,0,2,0
TOP09,7,5,0,0,0,2
STAN,6,5,0,0,1,0
Celkem,200,80,83,0,28,9
30. schůze, 561. hlasování, 5. června 2019, 10:19Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,63,0,12,3
ODS,23,19,0,0,4,0
Pirati,22,18,0,0,3,1
SPD,19,13,0,1,3,2
CSSD,15,0,7,1,6,1
KSCM,15,0,5,0,10,0
KDU-CSL,10,8,0,0,2,0
TOP09,7,3,0,1,1,2
STAN,6,2,0,0,4,0
Celkem,200,66,75,3,47,9
30. schůze, 562. hlasování, 5. června 2019, 10:20Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,65,9,1,3
ODS,23,20,0,3,0,0
Pirati,22,20,0,1,0,1
SPD,19,14,0,3,0,2
CSSD,15,0,7,4,3,1
KSCM,15,0,4,5,5,1
KDU-CSL,10,9,0,0,0,1
TOP09,7,3,0,1,1,2
STAN,6,3,0,3,0,0
Celkem,200,72,76,31,10,11
30. schůze, 563. hlasování, 5. června 2019, 10:21Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,67,6,2,3
ODS,23,22,0,1,0,0
Pirati,22,18,0,1,2,1
SPD,19,14,0,3,0,2
CSSD,15,0,6,3,5,1
KSCM,15,0,3,5,6,1
KDU-CSL,10,7,1,0,1,1
TOP09,7,4,0,1,0,2
STAN,6,4,0,1,1,0
Celkem,200,72,77,23,17,11
30. schůze, 564. hlasování, 5. června 2019, 10:22Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,65,4,6,3
ODS,23,22,0,0,1,0
Pirati,22,20,0,1,0,1
SPD,19,14,0,2,1,2
CSSD,15,0,10,1,3,1
KSCM,15,0,6,5,3,1
KDU-CSL,10,8,0,0,1,1
TOP09,7,4,0,1,0,2
STAN,6,5,0,1,0,0
Celkem,200,76,81,17,15,11
30. schůze, 565. hlasování, 5. června 2019, 10:22Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,68,3,4,3
ODS,23,22,0,0,1,0
Pirati,22,21,0,0,0,1
SPD,19,15,0,2,0,2
CSSD,15,0,8,1,5,1
KSCM,15,0,5,5,5,0
KDU-CSL,10,8,0,0,1,1
TOP09,7,4,0,1,0,2
STAN,6,5,0,1,0,0
Celkem,200,78,81,15,16,10
30. schůze, 566. hlasování, 5. června 2019, 10:23Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,61,2,12,3
ODS,23,23,0,0,0,0
Pirati,22,21,0,0,0,1
SPD,19,15,0,2,0,2
CSSD,15,0,10,1,3,1
KSCM,15,0,6,5,4,0
KDU-CSL,10,8,0,0,1,1
TOP09,7,4,0,1,0,2
STAN,6,4,0,1,1,0
Celkem,200,79,77,13,21,10
30. schůze, 567. hlasování, 5. června 2019, 10:23Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,68,1,6,3
ODS,23,22,0,0,1,0
Pirati,22,20,0,0,1,1
SPD,19,15,0,2,0,2
CSSD,15,0,10,1,3,1
KSCM,15,0,11,2,2,0
KDU-CSL,10,8,0,0,1,1
TOP09,7,4,0,1,0,2
STAN,6,5,0,1,0,0
Celkem,200,78,89,9,14,10
30. schůze, 568. hlasování, 5. června 2019, 10:24Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,66,1,8,3
ODS,23,23,0,0,0,0
Pirati,22,21,0,0,0,1
SPD,19,15,0,2,0,2
CSSD,15,0,10,1,3,1
KSCM,15,0,10,2,3,0
KDU-CSL,10,8,0,0,1,1
TOP09,7,3,0,1,1,2
STAN,6,6,0,0,0,0
Celkem,200,80,86,8,16,10
30. schůze, 569. hlasování, 5. června 2019, 10:24Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,63,1,11,3
ODS,23,23,0,0,0,0
Pirati,22,21,0,0,0,1
SPD,19,14,0,2,1,2
CSSD,15,0,9,1,4,1
KSCM,15,0,11,2,2,0
KDU-CSL,10,8,0,0,1,1
TOP09,7,4,0,1,0,2
STAN,6,5,0,0,1,0
Celkem,200,79,83,8,20,10
30. schůze, 570. hlasování, 5. června 2019, 10:25Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,66,1,8,3
ODS,23,22,0,0,1,0
Pirati,22,20,0,0,1,1
SPD,19,15,0,2,0,2
CSSD,15,0,10,1,3,1
KSCM,15,0,8,2,5,0
KDU-CSL,10,8,0,0,1,1
TOP09,7,4,0,1,0,2
STAN,6,6,0,0,0,0
Celkem,200,79,84,8,19,10
30. schůze, 571. hlasování, 5. června 2019, 10:25Novela z. o evidenci tržeb - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,67,1,7,3
ODS,23,23,0,0,0,0
Pirati,22,21,0,0,0,1
SPD,19,16,0,1,0,2
CSSD,15,0,9,1,4,1
KSCM,15,0,6,2,7,0
KDU-CSL,10,8,0,0,1,1
TOP09,7,3,0,1,1,2
STAN,6,5,0,0,1,0
Celkem,200,80,82,7,21,10
